序号,省份,高校名称,城市,院校档次,办学性质,软科排名,就业中心-官网,就业中心-公众号,就业中心-邮箱,就业中心-电话,研究生院-官网,研究生院-公众号,研究生院-邮箱,研究生院-电话,国际处-官网,国际处-公众号,国际处-邮箱,国际处-领导及邮箱,国际处-电话,理工学院数,理工学院明细,备注
101,福建省,福州大学,,211,公办,77,,,,,https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=yjsjy&type=w,,,,https://oce.fzu.edu.cn/,,,做好处 处长,,16,"电气工程与自动化学院 | https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=dqxy&type=w
机械工程及自动化学院 | https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=jxxy&type=w
数学与统计学院 | https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=math&type=w
化工学院 | https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=che&type=w
土木工程学院 | https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=civil&type=w
环境与安全工程学院 | https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=es&type=w
生物科学与工程学院 | https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=bio&type=w
计算机与大数据学院 | https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=ccds&type=w
物理与信息工程学院、微电子学院 | https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=wx&type=w
化学学院 | https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=chem&type=w
建筑与城乡规划学院 | https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=jzxy&type=w
紫金地质与矿业学院 | https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=zjxy&type=w
材料科学与工程学院 | https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=cl&type=w
先进制造学院与海洋学院 | https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=xjzz&type=w
梅努斯国际工程学院 | https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=miec&type=w
未来技术学院 | https://future.fzu.edu.cn/ | 邮箱:future@fzu.edu.cn | 电话:0591-22863835",
102,西藏自治区,西藏大学,,211,公办,,,,,,,,,,https://gjc.utibet.edu.cn/,,,,,0,,
103,贵州省,贵州大学,,211,公办,85,https://www.gzu.edu.cn/70/list.htm,,,0851-88292178,https://gs.gzu.edu.cn/zsgz/list.htm,,,,https://oir.gzu.edu.cn/,,,,,16,"生命科学学院 | http://life.gzu.edu.cn/ | 电话:0851-88420766（
数学与统计学院 | http://math.gzu.edu.cn/ | 邮箱:msc@gzu.edu.cn | 电话:0851-83627662; 0851-83627557; 0851-83620186
大数据与信息工程学院 | http://eie.gzu.edu.cn/
物理学院 | http://phy.gzu.edu.cn/ | 邮箱:phy@gzu.edu.cn | 电话:0851-88165475
电气工程学院 | http://ee.gzu.edu.cn/ | 邮箱:ee@gzu.edu.cn | 电话:0851-83626560
计算机科学与技术学院 | http://cs.gzu.edu.cn/ | 电话:011102002224
建筑与城市规划学院 | http://caup.gzu.edu.cn/ | 电话:0851-83651562
机械工程学院 | http://mech.gzu.edu.cn/ | 邮箱:me@gzu.edu.cn | 电话:0851-83627516
化学与化工学院 | http://cc.gzu.edu.cn/ | 电话:0851-83625870; 0851-83635721
土木工程学院 | http://ca.gzu.edu.cn/ | 电话:0851-83866011
资源与环境工程学院 | http://re.gzu.edu.cn/ | 电话:0851-83627126
材料与冶金学院 | http://mm.gzu.edu.cn/ | 电话:0851-83627785
矿业学院 | http://mnc.gzu.edu.cn/ | 电话:0851-83627268
动物科学学院 | http://as.gzu.edu.cn/ | 邮箱:cchen@gzu.edu.cn; chenganchun@vip.163.com | 电话:0851-88298005; 0851-88298003; 0851-88298109
酿酒与食品工程学院 | http://lfe.gzu.edu.cn/ | 邮箱:bfe@gzu.edu.cn | 电话:0851-88236702
北阿拉巴马国际工程技术学院 | http://naie.gzu.edu.cn/ | 邮箱:naie@gzu.edu.cn | 电话:0851-83854609",
104,辽宁省,大连海事大学,大连市,211,公办,113,https://myjob.dlmu.edu.cn/,,haishijiuye@163.com; dmujobzixun@163.com,0411-84724185; 0411-84729209; 0411-84728536,https://grs.dlmu.edu.cn/,,,,https://www.dlmu.edu.cn/wzsy/hzjl/lxwm.htm,,danyangliu@dlmu.edu.cn; nanli@dlmu.edu.cn; amberwu@dlmu.edu.cn,,,0,,
105,辽宁省,辽宁大学,沈阳市,211,公办,125,http://job.lnu.edu.cn,,,024-62602250,http://grs.lnu.edu.cn/zsgz.htm,,,024-62202353,http://gjjlc.lnu.edu.cn/,,,"曲艺 副处长
谢名一 处长
尹如玉 副处长",,0,,
106,重庆市,西南大学,,211,公办,61,https://swu.cqbys.com/,,,,http://yjsyygb.swu.edu.cn/,,yanzong209@swu.edu.cn; zljdxxk@swu.edu.cn,,https://gjc.swu.edu.cn/,,,"陈炳君 处长（主持全面工作）
褚修伟 副处长（负责国际交流、国际化人才培养、中外合作办学）
代远鸿 副处长（负责港澳台事务、国际中文教育）
陈丽为 科长: chenliwei@swu.edu.cn
谭飞雪 科长: euasaf@swu.edu.cn
王骏 科长: experts@swu.edu.cn
张晓琦 科长
肖桑梦 科长
艾芝兰 科长: gangaotai@swu.edu.cn
学中方 院长（负责学校国际中文教育工作和海外孔子学院（课堂）及相关机构的管理与）",,16,"国家治理学院 | http://gjzl.swu.edu.cn/ | 邮箱:xcb@swu.edu.cn | 电话:023-68252503--
心理学部 | http://psy.swu.edu.cn/ | 邮箱:psych@swu.edu.cn
化学化工学院 | http://chemistry.swu.edu.cn/
物理科学与技术学院 | http://physics.swu.edu.cn | 电话:023-68252355
材料与能源学院 | http://fmae.swu.edu.cn | 邮箱:swufme@swu.edu.cn | 电话:023-68254376
资源环境学院 | http://zihuan.swu.edu.cn/ | 电话:023-68251249
地理科学学院 | http://geography.swu.edu.cn | 邮箱:dlkxxy@swu.edu.cn | 电话:023-68253912
工程技术学院 | http://gcjsxy.swu.edu.cn/ | 电话:023-68251265
食品科学学院 | http://spxy.swu.edu.cn | 邮箱:shipinyb@swu.edu.cn | 电话:023-68251298
数学与统计学院 | http://math.swu.edu.cn/ | 邮箱:tangyu@swu.edu.cn; wjj@swu.edu.cn | 电话:023-68252350
计算机与信息科学学院 软件学院 | http://cis.swu.edu.cn | 电话:023-68252352
电子信息工程学院 | http://ceie.swu.edu.cn | 邮箱:cdli@swu.edu.cn; lihongyi2009@swu.edu.com; xl2009@swu.edu.cn | 电话:023-68250394
人工智能学院 | http://ai.swu.edu.cn | 邮箱:aisj@swu.edu.cn; aiyz@swu.edu.cn; rgznjw@swu.edu.cn | 电话:023-68250153
蚕桑纺织与生物质科学学院 | http://csfzswz.swu.edu.cn/ | 邮箱:yszhang@swu.edu.cn; fydai@swu.edu.cn
动物科学技术学院 | http://dwkj.swu.edu.cn | 电话:023-46751588
生命科学学院 | http://smkxxy.swu.edu.cn/ | 邮箱:smkxxy@swu.edu.cn | 电话:023-68252365",
107,陕西省,第四军医大学,,211,公办,,,,,,,,,,,,,,,0,,
108,陕西省,西北大学,,211,公办,70,https://jczx.nwu.edu.cn/,,jiuye@nwu.edu.cn,029-88302514; 029-88303867,https://yjs.nwu.edu.cn/index.htm,研究生院,,029-88308162,https://gj.nwu.edu.cn/index.htm,,,"李鹏飞 主任（职责 1.负责与校内外单位的沟通联络、文件整理与信息传达； 2.）: 20165061@nwu.edu.cn
李鹏飞 主任（职责 1.负责与校内外单位的沟通联络、文件整理与信息传达； 2.）: hejing0917@nwu.edu.cn
李鹏飞 主任（职责 1.负责与校内外单位的沟通联络、文件整理与信息传达； 2.）: zzh@nwu.edu.cn
李鹏飞 主任（职责 1.负责与校内外单位的沟通联络、文件整理与信息传达； 2.）: fanxiaodan@nwu.edu.cn
李鹏飞 主任（职责 1.负责与校内外单位的沟通联络、文件整理与信息传达； 2.）: jizhe@nwu.edu.cn
李鹏飞 主任（职责 1.负责与校内外单位的沟通联络、文件整理与信息传达； 2.）: 20195422@nwu.edu.cn
李鹏飞 主任（职责 1.负责与校内外单位的沟通联络、文件整理与信息传达； 2.）: sunpeng@nwu.edu.cn
何玮全 副主任（主持国际合作部（国际教育学院）、港澳台事务办公室各项工作）: 20134505@nwu.edu.cn
何玮全 副主任（主持国际合作部（国际教育学院）、港澳台事务办公室各项工作）: 20133205@nwu.edu.cn
何玮全 副主任（主持国际合作部（国际教育学院）、港澳台事务办公室各项工作）: 20133965@nwu.edu.cn
何玮全 副主任（主持国际合作部（国际教育学院）、港澳台事务办公室各项工作）: qixf@nwu.edu.cn
杨喆 副院长（部（院）党务工作、部（院））: 20133205@nwu.edu.cn
张熠 副院长（国际学生招生）: 20133965@nwu.edu.cn
齐晓斐 副院长（合作）: qixf@nwu.edu.cn",,7,"数学学院 | http://math.nwu.edu.cn/ | 邮箱:math@nwu.edu.cn | 电话:029-88308439
物理学院 | http://physics.nwu.edu.cn/ | 邮箱:phys@nwu.edu.cn | 电话:029-88303384
化学与材料科学学院 | http://chem.nwu.edu.cn/ | 邮箱:chemdw@nwu.edu.cn; chemdir@nwu.edu.cn | 电话:029-81535026
城市与环境学院 | http://env.nwu.edu.cn/ | 电话:029-88308427
生命科学学院 | http://biology.nwu.edu.cn/ | 邮箱:bioffice@nwu.edu.cn | 电话:029-88302411
化工学院 | http://chin.nwu.edu.cn/ | 邮箱:hgxy@nwu.edu.cn | 电话:029-88302885; 88302223; 029-88302632
食品科学与工程学院 | http://food.nwu.edu.cn/ | 邮箱:spxy@nwu.edu.cn | 电话:88305208; 029-88305208",
109,陕西省,西安电子科技大学,,211,公办,39,https://www.xidian.edu.cn/zsjy.htm,,zsb@mail.xidian.edu.cn; sie@xidian.edu.cn; xdmba@mail.xidian.edu.cn,029-88202335; 029-81891244; +86-29-81891161,https://www.xidian.edu.cn/jyjx.htm#C,,,029-88201000,https://oice.xidian.edu.cn/,,fao@xidian.edu.cn,"学中方 院长（负责合作办学和孔子学院相关工作）
程曦娜 副院长（主持）
沈玉龙 部长（主持）
薄立军 院长（主持开幕式）",,21,"科学研究院 | https://www.xidian.edu.cn/2016zhuzhanxin/kxyj.jsp?urltype=tree.TreeTempUrl&wbtreeid=1786#A
通信工程学院 | http://ste.xidian.edu.cn/ | 电话:029-88204185; 019002002681
电子工程学院 | https://see.xidian.edu.cn/ | 电话:029-81891663; 029-88201703
机电工程学院 | http://eme.xidian.edu.cn/
光电工程学院 | https://soe.xidian.edu.cn/
物理学院 | https://phy.xidian.edu.cn/ | 邮箱:phyjw@xidian.edu.cn | 电话:88202798; 81892402
数学与统计学院 | http://math.xidian.edu.cn/ | 邮箱:math@xidian.edu.cn | 电话:029-81891379
语言智能学部 | http://sfl.xidian.edu.cn/ | 邮箱:sfl@xidian.edu.cn; wangshuoyang@xidian.edu.cn | 电话:029-81891389; 029-81891027
集成电路学部 | https://sme.xidian.edu.cn/index.html | 电话:029-81891633; 029-88201768
集成电路学院 | https://jcdlyjy.xidian.edu.cn/
生命科学技术学院 | http://life.xidian.edu.cn/
空间科学与技术学院 | http://sast.xidian.edu.cn/ | 电话:029-81891034
先进材料与纳米科技学院 | http://amn.xidian.edu.cn/ | 电话:029-81891149
网络安全与密码学部 | https://ce.xidian.edu.cn/ | 邮箱:ce@xidian.edu.cn | 电话:029-81891873
网络与信息安全学院 | http://ce.xidian.edu.cn/ | 邮箱:ce@xidian.edu.cn | 电话:029-81891873
人工智能学院 | http://sai.xidian.edu.cn/
信息力学与感知工程学院 | https://imse.xidian.edu.cn/
信息交叉学部 | https://inforx.xidian.edu.cn/
数学与交叉科学研究院 | https://imis.xidian.edu.cn/ | 电话:029-81892653; 029-88201000
信息感知集成攻关研究院 | https://iis.xidian.edu.cn/ | 邮箱:iis@xidian.edu.cn | 电话:029-88202868
国家卓越工程师学院 | https://ncee.xidian.edu.cn/",
110,陕西省,长安大学,,211,公办,89,javascriot:;,,,,https://graduate.chd.edu.cn/,版权,,,https://gjhz.chd.edu.cn/,,,"周珍珍 副处长
杜轶群 副处长
王菲儿 主任
李培月 书记",,17,"科学技术研究院 | https://kyy.chd.edu.cn/ | 邮箱:kyy@chd.edu.cn
机械工程与智能装备学院 | https://cmcs.chd.edu.cn/ | 邮箱:gcjxbgs@chd.edu.cn; gcjxjw@chd.edu.cn | 电话:029-82334483; 029-82334484; 029-82334366
机器人与具身智能学院 | https://ec.chd.edu.cn/ | 邮箱:dkxbgs@chd.edu.cn; dkxyjw@chd.edu.cn | 电话:029-62630037
信息工程学院 | https://it.chd.edu.cn/ | 电话:01811391013; 01811326310; 01811217064
地质工程与测绘学院 | https://dcxy.chd.edu.cn/ | 邮箱:dcxgb@chd.edu.cn | 电话:029-82339021
地球科学与资源学院 | https://zyonline.chd.edu.cn/ | 邮箱:zyxybgs@chd.edu.cn | 电话:029-82339059
土木工程与智能建造学院 | https://jzgc.chd.edu.cn/
水利与环境学院 | https://esec.chd.edu.cn/ | 邮箱:hgyb@chd.edu.cn | 电话:029-82339952
建筑学院 | https://jzx.chd.edu.cn/ | 邮箱:jzxybgs@chd.edu.cn | 电话:029-82337241
材料科学与工程学院 | https://clxy.chd.edu.cn/ | 邮箱:clbgs@chd.edu.cn; clxydw@chd.edu.cn | 电话:029-82337244（
运输工程学院 | https://ysxy.chd.edu.cn/ | 电话:029-82334050
土地工程学院 | https://sle.chd.edu.cn/ | 邮箱:tdyb@chd.edu.cn | 电话:029-82335145
能源与电气工程学院 | https://ndxy.chd.edu.cn/ | 邮箱:ndxybgs@chd.edu.cn | 电话:029-82335517
理学院 | https://lxy.chd.edu.cn/ | 电话:029-62805006
长安都柏林国际交通学院 | https://cdic.chd.edu.cn | 邮箱:cdic@chd.edu.cn | 电话:029-61106818; 029-61106816; 029-61106826
未来交通学院 | https://wljtxy.chd.edu.cn/ | 邮箱:wljtxy@chd.edu.cn | 电话:029-61105325
数据科学与人工智能研究院 | https://dsai.chd.edu.cn/ | 电话:029-82334939",
111,陕西省,陕西师范大学,,211,公办,63,http://job.snnu.edu.cn/,,jyzx@snnu.edu.cn,029-85310325; 032685310466; 029-85310327,http://newyjs.snnu.edu.cn/,,,029-85318713,https://ipo.snnu.edu.cn/,,ipo@snnu.edu.cn,"李坤 副处长（。首先，国际交流与合作处处长张凌云对第二届新青年班开展情况进行总结，对优秀学员进）
张凌云 处长: oiec@snnu.edu.cn
唐可欣 副处长
与服务 科长: shirlenezhang@snnu.edu.cn
王友颐 科员: sarah@snnu.edu.cn
与服务 科员: gat@snnu.edu.cn
景婷婷 科长: tingtingjing@snnu.edu.cn
李欣然 科员: lixinran@snnu.edu.cn
洪焕悦 科长: huanyue_hong@snnu.edu.cn
与服务 科员: snnuiso@snnu.edu.cn
李如阳 科员: snnuiso@snnu.edu.cn",,10,"心理学院 | http://psych.snnu.edu.cn/ | 邮箱:xlxy@snnu.edu.cn | 电话:029-85303236
数学与统计学院 | http://maths.snnu.edu.cn/ | 邮箱:maths@snnu.edu.cn | 电话:029-85310232
物理学与信息技术学院 | http://wuli.snnu.edu.cn/ | 邮箱:wlbg@snnu.edu.cn | 电话:029-81530750
化学化工学院 | http://chem.snnu.edu.cn/ | 邮箱:chem@snnu.edu.cn
材料科学与工程学院 | http://mse.snnu.edu.cn/ | 邮箱:clxy@snnu.edu.cn | 电话:029-81530709
生命科学学院 | http://lifesci.snnu.edu.cn/ | 电话:029-85310266
地理科学与旅游学院 | http://geog.snnu.edu.cn/ | 邮箱:geog@snnu.edu.cn | 电话:052585310526
人工智能与计算机学院 | http://ccs.snnu.edu.cn/ | 电话:029-85310661
国际汉语文化学院 | http://iscs.snnu.edu.cn/ | 邮箱:hxyuan@snnu.edu.cn | 电话:029-85307408
食品工程与营养科学学院 | http://spgcx.snnu.edu.cn/ | 邮箱:spgcx@snnu.edu.cn | 电话:029-85310517",
112,青海省,青海大学,,211,公办,,https://www.qhu.edu.cn/zsjy/index.htm,,,010502000029,https://www.qhu.edu.cn/jxjy/yjsjy/index.htm,,,,https://international.qhu.edu.cn/,,qhuwsb@126.com,,,8,"化工学院 | http://hgxy.qhu.edu.cn | 电话:0971-5310423
机械工程学院 | http://jxxy.qhu.edu.cn/ | 电话:0971-5310440
能源与电气工程学院 | https://seee.qhu.edu.cn | 邮箱:seee@qhu.edu.cn | 电话:010502000029
土木水利学院 | https://tsxy.qhu.edu.cn/ | 电话:010502000029
生态环境工程学院 | http://stxy.qhu.edu.cn/ | 邮箱:qhustxy@163.com | 电话:0971-5310086
地质工程学院 | http://dzgc.qhu.edu.cn
计算机技术与应用学院 | http://cs.qhu.edu.cn/ | 邮箱:qhujsjx@163.com | 电话:0971-5315609
数理学院 | https://slxy.qhu.edu.cn | 电话:09002810504",
113,黑龙江省,东北农业大学,哈尔滨市,211,公办,120,https://www.neau.edu.cn/zsjy.htm,,shuji@neau.edu.cn; xiaozhang@neau.edu.cn,,https://graduate.neau.edu.cn/,,,,https://gjjl.neau.edu.cn/,,,"迟勇 副处长（会议。会谈伊始，陈庆山代表学校对代表团来访表示欢迎，对两校长期以来紧密合作取得的）
卢铁光 处长
陈致广 副科长
李银女 科长
迟勇及 副处长（负责人热情接待了代表团一行）",,0,,
114,黑龙江省,东北林业大学,哈尔滨市,211,公办,115,http://job.nefu.edu.cn/,,Jiuye@nefu.edu.cn,0451-82192212,https://gra.nefu.edu.cn/,,yjsy@nefu.edu.cn,,https://ico.nefu.edu.cn/,,nefu_gjhzc@163.com,"计晓艳 副处长
孙治平 处长
计晓艳 副处长: nefu_gjhzc@163.com
的选聘 助理（负责学生助理的选聘、考核和日常管理工作；）",,0,,
115,黑龙江省,哈尔滨工程大学,哈尔滨市,211,公办,43,http://www.hrbeu.edu.cn/zsjy1.htm,,,0451-82519222,https://yjsy.hrbeu.edu.cn,,,0451-82518910,https://fao.hrbeu.edu.cn/,,,"窦峥 处长
刘思嘉 副处长
丁昕 副处长",,14,"船舶工程学院 | http://sec.hrbeu.edu.cn/ | 电话:0451-82519910
航空航天学院 | http://cec.hrbeu.edu.cn/ | 电话:0451-82519210
动力与能源工程学院 | http://pnec.hrbeu.edu.cn/ | 电话:0451-82519310
智能科学与工程学院 | http://cisse.hrbeu.edu.cn/ | 电话:0451-82519410
水声工程学院 | http://uae.hrbeu.edu.cn/ | 电话:0451-82519510
计算机科学与技术学院 | http://cstc.hrbeu.edu.cn/ | 电话:0451-82519610
国家特色化示范性软件学院 | https://software.hrbeu.edu.cn/ | 电话:0451-82519610
机电工程学院 | http://meec.hrbeu.edu.cn/ | 电话:0451-82518454
信息与通信工程学院 | https://icec.hrbeu.edu.cn | 电话:0451-82519810
材料科学与化学工程学院 | http://heucec.hrbeu.edu.cn/ | 电话:0451-82569890
数学科学学院 | http://math.hrbeu.edu.cn/ | 电话:0451-82518716
物理与光电工程学院 | http://ss.hrbeu.edu.cn/ | 电话:0451-82519754
核科学与技术学院 | http://cnst.hrbeu.edu.cn/ | 电话:0451-82518400
未来技术学院 | http://wljs.hrbeu.edu.cn/ | 电话:(0451)82519674",
116,上海市,上海中医药大学,,双一流,公办,,https://jy.shutcm.edu.cn/,,,17875834001,http://yjsy.shutcm.edu.cn,,,,https://gjc.shutcm.edu.cn/,,,"林勋 处长（主持国际交流处与港澳台事务办公室工作）
何思伟（负责学校系统教职工因公出国（境）报批、护照签证办理）
茅骏霞（负责学校系统教职工因公出国（境）报批、护照签证办理）
任怡君（负责外事来访接待、对外交流项目协议管理等）
唐健嫩（港澳台事务办公室）
王天君（负责外籍专家、国际会议等管理、外事宣传、国际排名事务和外事翻译等工作）
杨璐源（学生海外访学专项管理、中外合作办学项目管理和办公室事务）
审批 书记（分管校领导签批后请校长、党委书记审批）",,1,交叉科学研究院 | https://www.shutcm.edu.cn/_redirect?siteId=2&columnId=6641&articleId=147540 | 电话:021-51322067,
117,上海市,上海体育学院,,双一流,公办,,,,,,,,,,https://wsc.sus.edu.cn/,,,,,0,,
118,上海市,上海海洋大学,,双一流,公办,142,https://jcxt.shou.edu.cn/,,,,http://yjs.shou.edu.cn/13946/list.htm,,,,https://ieo.shou.edu.cn/,,ieo@shou.edu.cn,"总干事 助理
一行莅 部长
聘学生 助理",,5,"水产与生命学院 | http://smxy.shou.edu.cn/
海洋科学与生态环境学院 | https://sthj.shou.edu.cn/ | 邮箱:hystyhj@shou.edu.cn | 电话:021-61908337
食品学院 | http://spxy.shou.edu.cn/ | 邮箱:spxy@shou.edu.cn | 电话:86-21-61900355
工程学院 | http://gcxy.shou.edu.cn/ | 电话:16040381847
信息学院 | http://xxxy.shou.edu.cn/ | 电话:021-61900612; 021-61900615",
119,上海市,上海科技大学,,双一流,公办,47,https://career.shanghaitech.edu.cn/,,,18120716234; 032613120834; 032613131827,,,,,https://oia.shanghaitech.edu.cn/,,,"聂焱 副处长（主持工作、统筹协调各项事务）: nieyan@shanghaitech.edu.cn
肖茵 助理处长（境外交流合作项目、外事交流）: xiaoyin@shanghaitech.edu.cn
宋耀（英文宣传）: songyao1@shanghaitech.edu.cn
钱乐乐（国际会议、国际科技合作/外籍教职基金项目、来华学生）: qianll@shanghaitech.edu.cn
汤琪（教职工因公出国（境））: tangqi@shanghaitech.edu.cn",,3,"物质科学与技术学院 | http://spst.shanghaitech.edu.cn/ | 电话:0608536047; 011502006855
生命科学与技术学院 | http://slst.shanghaitech.edu.cn/ | 电话:011502006855
信息科学与技术学院 | http://sist.shanghaitech.edu.cn/ | 电话:011502006855",
120,上海市,上海音乐学院,,双一流,公办,,,,,,,,,,https://www.shcmusic.edu.cn/1449/list.htm,,,"导下的 院长（负责制）
依法独 院长（职责是：）
协助党 副书记（分工负责相结合）
在院党 院长（负责学校教学、科研、艺术实践和行政管理工作）
人选 副院长（负责人；）
等岗位 副院长（分工负责学校的教学、科研、艺术实践和其他行政工作）
主持 副院长（主持）
履行职 主任（负责本单位的思想政治、党的建设等工作）
一名 主任（负责本单位的教学、科研、艺术实践和其他行政工作）
修改由 院长
六十条 院长（负责监督章程的执行情况）
的主要 院长（是： （一）组织拟订学校发展规划，制定具体规章制度和年度工作计划并组织实施； （）
履行 主任（。 第三十四条 各）
办公室 院长（监督章程的执行情况，依据章程审查学校内部规章制度，受理违反章程的举报和投诉，并向）
裴小倩 党委书记
廖昌永 院长
徐卫 党委副书记
王磊 党委副书记、纪委书记、监察专员
汤隽杰 党委副书记、副院长
冯磊 党委常委、副院长
陈云 党委常委、副院长",17816874; 7889684; 67262574,0,,
